title,company,company-link,post-date,applications,location,role-description,link,"experience,",type_work,function,sector_final
Investment Data Analyst,Vanguard,https://www.linkedin.com/company/vanguard?trk=guest_job_details_topcard_org_name,Há 1 semana,<25,"London, GB","To provide data domain aligned support to IMG, FFS, and other enterprise data clients and stakeholders to enhance investment decisions and fund oversight. To serve as the point of contact for FFS, IMG and other enterprise data clients for investment data related inquires and partner with internal teams to ensure integrity of investment and fund data. To provide oversight of operational activities to ensure accurate and timely service delivery.

Duties & Responsibilities

Provides data domain aligned support to IMG, FFS and other enterprise data clients and stakeholders to enhance investment decisions and fund oversight. Serves as the point of contact for FFS, IMG and other enterprise data consumers for investment data related inquires and partners with internal teams to ensure integrity of investment and fund data. Completes daily and ad hoc tasks while working under tight deadlines, managing competing priorities, and analyzing multiple inputs to meet operational objectives.
Provides oversight of operational activities to ensure accurate and timely data delivery. Analyzes and resolves complex data issues supporting Data Management as a process expert per assigned data domain.
Proactively identifies and leads process enhancement initiatives to gain efficiencies and improve quality. Recognizes and resolves roadblocks to maximize team impact. Reviews and performs root cause analysis of data errors and provides short-term and long-term solutions for issues, elevating issues when appropriate.
Provides direct client support to enhance business decisions, anticipating client's needs and exceeding expectations related to the services being provided. Leverages and strengthens FFS and IMG-wide network to accelerate issue resolution and to improve quality. Partners with external data vendors and industry contacts to enable best in class data management practices
Develops a strong and consistent knowledge of funds and securities assigned and obtains an end-to-end knowledge of the operational processes being supported. Understands details driving the operational processes and the portfolio impacts. Maintains a broad and consistent knowledge of investment management landscape.
Participates in new product implementations and other improvement projects by capturing, documenting, and validating business requirements, ensuring systems are properly set up for go-live. Communicates appropriately with all necessary clients and stakeholders.
Recommends changes that will enhance workflows and procedures. Integrates new or existing technologies into workflows and communicates updates to all team members, analyzing impact, preparing environment for change, and updating or creating procedures.
Participates in special projects and performs other duties as assigned.

Qualifications
Undergraduate degree (preferably in accounting, finance, economics, or related field).
Minimum of three years relevant work experience, including one year of project management experience preferred.
Excellent analytical capabilities, research, problem solving, and time management skills required. Proficiency in Data Management procedures and strong knowledge of data domain workflows preferred.
Strong verbal and written communication skills, interpersonal skills, and the ability to build solid business relationships.
Excellent judgment and ability to analyze issues quickly and independently to take appropriate action with minimal supervision.
Strong, demonstrated problem identification, analysis, and resolution skills.
Demonstrated ability to function in a fast paced, ambiguous working environment with multiple and diverse responsibilities.
Advanced knowledge and skills using current versions of the Microsoft Office Suite. Working knowledge of VBA and SQL is a significant plus.
Detail oriented with a high level of energy. Proven self -starter with ability to work independently and within teams.
Ability to work effectively in a team environment. Demonstrated ability to lead, train, and motivate other crew members.

Special Factors

Vanguard is not offering visa sponsorship for this position.",https://www.linkedin.com/jobs/view/1603319228,Iniciante,Tempo integral,Tecnologia da informação,"['', 'Tecnologia da informação e serviços ', 'Software', 'Serviços financeiros']"
Market and Data Analyst,beBee,nan,Há 3 dias,<25,"Madrid, ES","We have an immediate vacancy for a Market Analyst. Working closely with our project managers and with the international team of country analysts, you will be responsible for all aspects of our data quality process. The emphasis is on data completeness, consistency, timeliness and accuracy.

The role requires a combination of Excel skills and business understanding, and will include engagement in the following areas:
Ensure a smooth flow of data between the research team and our client database
Data checks, investigation of data anomalies and development of audit reports
Maintenance and upgrade of existing analytical tools
Development of new tools and processes to improve data quality and integrity
Discussion of modelling assumptions and outputs with individual market analysts, and development of recommendations for the improvement of data quality.
The Ideal Candidate Should Have
A Bachelor or Master?s degree in a business, economics, engineering or science discipline, with a solid foundation in quantitative skills
A minimum of 1-2-year(s) experience in a research/analysis function
Strong numerical skills and the capacity to interpret data
Good working knowledge of Excel and possibly database software.
Basic Programming skills (Macros/VBA) are not essential but would be a bonus
Some experience in forecasting and modelling techniques
The capacity to work both independently and within a team in a highly organised manner with excellent attention to detail
Good communication skills
Fluency in any foreign language preferred but not essential.
We need to see from your application that you are actually interested in exactly this position, so please make sure that your CV/cover letter shows this.",https://www.linkedin.com/jobs/view/1603319845,Assistente,Tempo integral,Tecnologia da informação,"['', 'Marketing e publicidade', 'Recursos humanos', 'Consultoria de gerenciamento']"
Data Insight Analyst (12 month FTC),DMGT plc,https://uk.linkedin.com/company/daily-mail-and-general-trust-plc?trk=guest_job_details_topcard_org_name,Há 3 meses,<25,"London, GB","The Daily Mail and The Mail on Sunday form a pair of power house brands, which dominate their sectors. Mail Newspapers has increased both market share and total sales with a larger reach than any other newsbrand.

The Daily Mail is the leading mid-market daily newspaper in the UK. Established in 1896, the brand is as influential as ever and is the leading daily newspaper in the UK.

Our journalists and editors pride themselves on getting to the bottom of stories that are most relevant to our readers – with uncompromising integrity and rigour. We give our readers a voice in national and international debates.

Our marketing teams promote our titles, e-commerce businesses and MyMail, Britain's biggest newspaper loyalty club.

Mail Plus is the digital subscription bringing customers the best of the Mail. We aim to provide our loyal readers with the best digital experience – everything they know and love about the newspaper in an easy, accessible, digital format. We are focused on product development to help retain and grow our subscription base though our digital channels such as app and dailymailplus.co.uk

This role will be pivotal in our communications to our customers and will work alongside the wider Mail Plus team along with other departments to deliver our objectives.

The Data Insight Analyst will support the customer data insights team that influences the Mail Plus product in maximising the opportunities and being a data driven and customer centric business.

Responsibilities
Develop a relationship with key stakeholders to reach a deep understanding of the business and project.
Work with the them on analytical and insight projects, developing hypotheses to help provide the business with opportunities to explore
Use a range a techniques such as forecasting, segmentations, predictive analytics
ncreaseProduce reliable and actionable insights that will impact on strategic and operational direction and improve campaign response rates
Summarise findings in a commercially focused and actionable way and explain performance, both good and bad to help make improvements

Knowledge, Skills & Experience
Good experience in delivering customer data analysis in a business to consumer environment (ideally within subscriptions)
Good knowledge and experience of working with digital data including audience, engagement and transactional level information.
Experience in Google Analytic or similar
Ability to own the end to end analytics projects from setting objectives to ensuring products are tagged correctly to ensure results can be provided
Ability to translate business and commercial issues into an analytical brief
Excellent communication and interpersonal skills
Skilled in producing written reports and presenting results of analysis (surface the insights from the data and turn this into actions and strategic changes to the relevant stakeholders)
Someone who is motivated and enthusiastic about getting into the data to identify opportunities that others have missed
Commitment to achieving results & targets
Ability to work independently when required, and take initiative and lead when required
Ability to multi-task and be flexible in a fast-paced and changing environment

WHY WORK FOR US?

Be part of the biggest media organisation in UK
Work in a fast paced, vibrant environment where the core values of entrepreneurialism, purpose and excellence resonate in our daily activities
Gain an unrivalled opportunity to shape the business and put your own stamp on it
Join a distinct culture with a strong sense of family heritage behind it",https://www.linkedin.com/jobs/view/1444726723,Iniciante,Tempo integral,Outro,"['', 'Marketing e publicidade', 'Internet', 'Serviços financeiros']"
Lead Data Analyst,Dyson,https://uk.linkedin.com/company/dyson?trk=guest_job_details_topcard_org_name,Há 5 dias,<25,"Malmesbury, Wiltshire, United Kingdom","Whilst pockets of insight and analytics exist, building our analytical capabilities is a core pillar of Dyson's new global data strategy. As more consumers engage with Dyson, owning more types of products, and across more markets, the volumes of data is now vast. Understanding how to use this data to improve everything from customer experiences, campaign development and retailer business planning will all be key to Dyson’s success.
This role sits within the exciting and energetic Great Britain & Ireland (GB&I) Business Intelligence & Analytics team and is tasked with ensuring that the GB&I market are able to leverage rich, accurate, timely data that drives reporting and analytics to generate insights and make data driven decisions.

Accountabilities
Bring together disparate data sources & metrics from both internal and external data sources leveraging the latest cloud technologies and programming languages
Build data pipelines, data models & utilise predictive analytics that answer key questions in relation to the respective business units
Create relevant and meaningful outputs that enable data sharing and aid decision making
Make improvements and efficiencies to existing processes, specifically through automation in Google Cloud Platform

Skills
Previous experience with data lakes and or data warehouses, preferably Google Cloud Platform
Skilled in writing performant SQL & Python.
Experience with Google Cloud Data Analytics Products such as BigQuery, Data Flow, Data Proc etc. (or similar cloud based platforms)
Experience with statistical programming languages
Working knowledge of data science modelling concepts
Enthusiasm to explore new technologies, methods and techniques.
Strong analytical and problem solving skills

Benefits
27 days holiday plus eight statutory bank holidays
Pension scheme
Life assurance
Sport centre
Free on-site parking
Subsidized café and restaurants
Discounts on Dyson machines",https://www.linkedin.com/jobs/view/1598364075,Iniciante,Tempo integral,AnalistaMarketingTecnologia da informação,"['', 'Produtos eletrônicos', 'Bens de consumo']"
Junior Business Intelligence Data Analyst (m/w/d) in Dresden,BIKE24,https://de.linkedin.com/company/bike24-gmbh?trk=guest_job_details_topcard_org_name,Há 2 meses,<25,"Dresden, DE","Das ist eine Stellenanzeige von Den vollständigen Link zur Stellenanzeige finden Sie hier:

Wir, Bike24 GmbH, suchen Junior Business Intelligence Data Analyst (m/w/d) in Dresden. Wichtige Schlagworte für diese Anzeige: relational, Datenbank, Entwicklung, Junior, Tableau Software, SQL, OLAP, Modellierung, Data Warehouse, Data Analyst, Softwareentwicklung, PHP, OOP, E-Commerce, Softwareentwickler, BI, Business Intellligence, Software, Frontend, HTML, CSS, JavaScript, Softwarearchitektur, Softwarearchitekt, Tableau empfehlungscommunity.

Unser Kurzprofil Bike24 GmbH

Die Bike24 GmbH ist ein modernes E-Commerce-Unternehmen für Fahrrad- und Sportartikel mit Sitz in Dresden. Unsere Erfolgsgeschichte begann im Jahr 2002 mit einer Handvoll Mitarbeiter. Mittlerweile gehört Bike24 europaweit zu den führenden Onlinehändlern dieser Branche und beschäftigt über 300 Mitarbeiter, die täglich im Interesse zufriedener Kunden im Einsatz sind. Der Versand unserer rund 100.000 Produkte erfolgt heute weltweit in mehr als 70 Länder.
Es handelt sich hier um eine Stellenanzeige des Empfehlungsbundes (Empfehlungsbund / EBND). Mit den Klick auf Bewerben gelangen Sie zur Originalanzeige auf ITsax.de.",https://www.linkedin.com/jobs/view/1561311089,Assistente,Tempo integral,Desenvolvimento comercialVendas,"['', 'Tecnologia da informação e serviços ', 'Software', 'Internet']"
Data Analyst - Customer Success Group,GoCardless,https://uk.linkedin.com/company/gocardless?trk=guest_job_details_topcard_org_name,Há 1 mês,<25,"London, GB","About Us

Drive our growth and shape our future.

At GoCardless we’re looking to scale from processing £10 billion a year to over £20 billion. Our vision is to create a global connected payments network, making payments simpler on the internet no matter what country you're in or what software you are using.

We’ve built a friendly, collaborative culture where we hire and develop ambitious people that share our desire to produce work we can be proud of. We value learning and feedback, and there will be significant scope for you to develop and expand your role as our team continues its rapid growth.

The Role

Helping the Customer Success Group become seamlessly more data centric.

Data is at the centre of our ability to add value to our customers and to our business. As a Data Analyst within the Customer Success Group you will report into the Director of Customer Operations, working closely with the Chief Customer Officer and other Executives to identify, develop and deliver data needs & business insights.

On a Day-to-day Basis This Will Include
Preparing monthly and ongoing delivery of CxO level reports
Key insight and trend analysis for the leadership team
Enabling BAU reporting by creating and implementing reporting infrastructure using various tools (Looker, SQL, Excel, etc.)
Making data always available in a digestible form
Leading on cross-functional reporting requirements, in particular with the BI and Operational teams
Seeking ways to improve and/or automate existing reporting and processes to fit with evolving business needs and requests from management
Scoping & prioritising ad hoc projects as required


Who We’re Looking For
Experience in a data-centric role
Strong analytical skills and Excel skills (Looker & SQL skills are a plus)
Outstanding track record of professional and academic achievement
You love digging into data and uncovering actionable insights
You’re passionate about using data to help teams become more productive
You’re a highly motivated self-starter who can independently drive a team's work forward, finding and exploiting opportunities where data can impact our business objectives
You’re a quick learner and are comfortable with complexity & ambiguity
You’re a communicative person that values building strong relationships with colleagues and stakeholders and have the ability to explain complex topics in simple terms
Strong team player

Our team come from a variety of backgrounds and we welcome diversity – if you're unsure, please apply.",https://www.linkedin.com/jobs/view/1535823688,Iniciante,Tempo integral,Tecnologia da informação,"['', 'Software', 'Internet', 'Serviços financeiros']"
Business Intelligence Data Analyst,Northpool B.V.,https://nl.linkedin.com/company/northpool-b-v-?trk=guest_job_details_topcard_org_name,Há 4 meses,37 candidaturas,"Leiden, NL","Grasp the Opportunity

The key to success of a winning trade can be found in the fluid processing of the latest relevant data. As a Business Intelligence Data Analyst you should be capable of creating a bridge between the Business and IT. Connecting and translating the requirements of the traders and trading analysts into data requirements, automation of operational processes and providing new dashboards and quick tools to help the traders in their trading decisions.

As Business Analyst you will be the spider in the web, the central person, to enable new developments. You will combine your skills in programming, SQL and business expertise to deliver information solutions to improve business processes and productivity.

Along the way you will be coordinating the implementation of new data sources and assisting the trading analysts with their data extractions. Together with the software engineers you will develop and organize the data structure capable for handling these new relevant information sources and build the foundation blocks of the technology ready for the energy transition.

Interested?

Do you like to see the trading in real practice or directly want to apply for this job? Please submit your resume, motivation and grade list to click apply or contact us at click apply. We will respond to your application as soon as possible.
Contact us

We Ask
An analytical, quantitative or IT degree at BSc or MSc level
Capability to translate business requirements into technical solutions
Extensive experience performing SQL data analysis and/or reporting
5+ years work experience in commercial environment
Experience with business intelligence and data visualization tools like power BI
Excellent social and communication skills

We Like
Interest in trading and/or the energy markets
Experience with database architecture
Familiar with Java, Python and/or R
Attention to detail and the ability to learn quickly
Knowledge about cloud solutions
Experience with data mining, using various methods for research

We Offer
Competitive compensation package
Annual company performance based bonuses
A non-hierarchical workplace
Young and highly motivated teammates
High responsibility
An office that’s fun to work in",https://www.linkedin.com/jobs/view/1414991265,Assistente,Tempo integral,Desenvolvimento comercialVendas,"['', 'Software', 'Petróleo e energia', 'Serviços financeiros']"
Marketing Data Analyst,Groupon,https://www.linkedin.com/company/groupon?trk=guest_job_details_topcard_org_name,Há 3 semanas,Mais de 200 candidaturas,"County Dublin, Ireland","This position based out of Dublin office will be part of our International Marketing Analytics team supporting Groupon’s Marketing efforts. The successful candidate will be responsible for understanding, measuring, testing and reporting on the fundamental success factors that drive our drive Marketing success in the International markets. The right candidate will possess a strong combination of analytical prowess, technical aptitude, and business savvy.

Typical responsibilities include:
- Collaborate with marketing team and other stakeholders across Groupon, with an understanding of the diverse needs of each stakeholder.
- Synthesize data from a variety of databases and provide clear actionable recommendations to key business leads and leadership. Essentially, Perform as an “analytics translator” to tell a story about the data.
- Creation of dashboards and reports providing insight into business data. Aggregate, organize and visualize data to communicate effectively.
- Work closely with data engineers and analytics team to ensure the ongoing evolution and improvement of our data assets.
- Develop ad-hoc analysis and reports.

We’re excited about you if you have:
- 3+ years of work experience as a Data Analyst role.
- Bachelor’s / Master’s degree in a quantitative discipline (e.g. Mathematics, Economics, Statistics, Computer Science, Engineering).
- Top decile SQL skills are a MUST (experience in Hive is strongly preferred).
- Experience in using tools like Tableau for creating dashboards, reports and data exploration.
- Proven ability to perform data driven analyses including problem statement, data discovery, and result communication.
- Excellent presentation and communication skills; comfortable explaining technical topics to non-technical users.
- Ability to thrive in a fast-paced start-up environment, and to manage multiple, competing priorities simultaneously. Must be comfortable in ambiguity and constantly evolving environment.
- Experience defining and analyzing multivariate tests.
- Strong aptitude for learning new technologies and analytics techniques.",https://www.linkedin.com/jobs/view/1497516264,Pleno-sênior,Tempo integral,Marketing,"['', 'Internet']"
Data Analyst,UK Biobank,https://uk.linkedin.com/company/uk-biobank?trk=guest_job_details_topcard_org_name,Há 2 dias,<25,"Cheshire East, GB","UK Biobank have an exciting opportunity for a Data Analyst to join their growing team in Cheadle.

Job Title: Data Analyst

Location: Cheadle, with regular travel

Salary: £25,000 - £35,000 per annum

Owing to the increasing volume and complexity of data contained within the UK Biobank study, we have recently expanded our data analytical capacity to teams based at two sites – Oxford and Cheadle – and are now recruiting for a Data Analyst to join the Data Analyst team based at the Cheadle site.

Data Analyst – About Us

UK Biobank is a large prospective study of 500,000 men and women aged 40-69 from across the United Kingdom, recruited between the years of 2006-2010. A rich variety of genetic, biochemical, lifestyle and health-related information is available on each participant, making the resource unprecedented in its size and scope. The study continues to collect extensive information about its participants with data originating from a range of sources including questionnaires, ongoing assessment clinics, electronic health records, assay technologies (e.g. genotyping, sequencing, multi-omics data), multimodal imaging and biomarker assays.

UK Biobank is an open-access resource and since access to UK Biobank opened in 2012, there are now over 12,500 registered researchers worldwide and over 1,500 research applications to use the resource.

Data Analyst – The Role

UK Biobank is seeking a suitably qualified individual to provide data analytical support to its Access, Epidemiology and IT teams. The main responsibilities will involve processing, managing and curating the large and diverse amounts of data acquired by UK Biobank, including:
Incorporation of data into the resource from the UK Biobank Imaging Study (that is conducting multi-modal MRI scans of 100,000 participants);
Incorporation of returned results from researchers into the resource; and
Providing analytical support to researchers who wish to access the resource.
The post will be based at the UK Biobank Coordinating Centre in Cheadle, although regular liaison with UK Biobank staff at the Big Data Institute (at the University of Oxford) will be required.

The post-holder will work closely with a multi-disciplinary team of programmers, statisticians, epidemiologists, research and administrative staff and will report to UK Biobank’s Senior Data Analyst based in Cheadle.

This is an exciting opportunity to interrogate and resolve issues and challenges associated with these large and highly complex real-world data sets (e.g. coding errors, missing, incomplete and/or inconsistent data).

The role will suit an enthusiastic and self-motivated individual with proven data analytical skills.

Essential Criteria

Data Analyst – About You:
An MSc or equivalent in a scientific or numerate subject.
Proficiency in using relational databases and writing SQL queries.
Proficiency in using one or more statistical software packages (e.g. STATA, SAS, R).
Excellent written and oral communication skills in English.
Ability to communicate ideas to technical and non-technical audiences.
Ability to pay attention to detail, and experience showing a detailed approach to documentation.
Ability to prioritise workload and to work under pressure.
Ability to work within a team.
Excellent problem solving and analytical skills.
Highly motivated, able to work on own initiative.
Desirable Criteria
Understanding of the application of statistical methods to epidemiological studies.
Understanding and/or experience of the use of health records for medical research.
Experience in managing large and complex information resources – extraction, conversion, integration and data transfer.
Experience of programming and/or scripting in a linux environment
Experience using data visualisation tools such as R Shiny or Tableau
Experience of bioinformatics and genetics-related toolsets.
Experience working with cloud-delivered environments.
Experience of working in a multidisciplinary team (e.g. a team involving clinicians, scientists, etc.) and/or in wider collaborative groups
We offer a competitive salary, and holidays based on an equivalent of 26 days holiday, membership of the generous USS pension scheme and several other employee benefits such as cycle schemes and PerkBox are offered.

To submit your CV for this excellent opportunity, please click ‘Apply’ now.

Closing Date: Monday 25th November 2019",https://www.linkedin.com/jobs/view/1603770253,Iniciante,Tempo integral,Tecnologia da informação,"['', 'Gestão de organização sem fins lucrativos', 'Recrutamento e seleção', 'Atendimento médico e hospitalar']"
"Data Analyst, Madrid",Audalia Nexia,https://es.linkedin.com/company/audalia-nexia?trk=guest_job_details_topcard_org_name,Há 3 dias,37 candidaturas,"Madrid, ES","Data Analyst en Madrid
Audalia Nexia, especialista en selección de perfiles IT, busca incorporar para cliente final un Data Analyst.

Se Encargará Principalmente De

Extracción, tratamiento y análisis de datos.
Estudio, propuesta de acciones de mejora y medición de resultados, con el objetivo de contribuir en la mejora del desarrollo del negocio.
Definición, medición y automatización de KPI´s, cuadros de mando, objetivos e informes de gestión.
Detección, creación de sistemas de alerta y análisis de desviaciones en los objetivos y KPI´s.
Mejora y mayor operatividad del cuadro de mandos integral.
Desarrollo de modelos de negocio. Cruces de datos y segmentación de información.
Participación en la definición, desarrollo, implementación y automatización de nuevos procesos y proyectos.

Requisitos

Experiencia: al menos 2 años

Conocimientos

Análisis de datos
SQL
Estadística
Data Mining
Data marts
Análisis
Microsoft Excel
Cuadro de Mando

Requisitos Deseados

Licenciatura en estudios con alto componente cuantitativo (Ingeniería, Estadística, Matemáticas...)
Conocimientos en paquetes estadísticos o plataformas de Data Mining
Dominio de Paquete Office (Excel, Access, Powerpoint)
Programación de consultas SQL
Nivel de inglés intermedio-alto B2

Se Ofrece

Buen ambiente de trabajo, trabajar dentro de un equipo joven, dinámico y profesional.
Puesto estable.
Jornada completa de lunes a viernes.
Paquete retributivo en función de la valía.
Salario: 35.000-60.000 año/bruto
Lugar de trabajo: Madrid.

SQL, Python, BI, Microsoft Office",https://www.linkedin.com/jobs/view/1602154315,Iniciante,Tempo integral,Tecnologia da informação,"['', 'Tecnologia da informação e serviços ', 'Software', 'Recursos humanos']"
Senior Product Data Analyst (m/f/d),Bigpoint GmbH,https://de.linkedin.com/company/bigpoint-gmbh?trk=guest_job_details_topcard_org_name,Há 3 meses,<25,"Hamburg, DE","Bigpoint's Central Product Team is playing a key role in the organization and has the purpose to help understand the products, audiences and the markets we are operating in. This team empowers all Bigpoint employees to have fast access to all customer and infrastructure data that they need to support all enterprise actions and to make the best decision possible. The team consists of Product Management, Product Strategy, Data Analysis, Market and User Research functions. Together everybody in the team is striving for data driven support on products and business operations.

The Product Data Analyst works on the design and development of our data models. You will develop and implement complex statistical models into our games and marketing tools to predict and describe user behavior using our internal and external customer data resulting in increased customer retention and satisfaction.

Responsibilities
Drive decision-making and product optimization by supporting the business units with relevant data.
Conduct ad-hoc data mining and analysis to support exploration of hypotheses regarding performance of existing product features and opportunities for new products.
Execute analytical projects with good understanding of analytical methods (like regression, forecasting, clustering, etc.)
Use statistical analysis to segment customer behavior and develop targeted solutions.
Create forecast models and business cases to enable data driven decision making.
Create visually compelling abstracts of large data sets.
Define, maintain and enhance regular reports.
Bring passion for collaboration and operate proactively.


Requirements
University degree in the fields of Business Economics, Computer Science, Statistics or comparable qualification
4+ years of professional experience in the field of Digital Product Analysis or similar work environment
2+ years of professional experience in supporting the development and/or live-operation of free-to-play games
Working knowledge of various data analysis and reporting tools and comfortable in learning new tools. (Eg. Tableau, Grafana or similar business intelligence tools)
Experience in working with R / Python, and advanced knowledge of SQL.
Ability to work independently and in a cross-functional setting
Self-motivation, good communication skills and a great team-player attitude
Good time management and organizational skills
Passion for games
Fluent in written and spoken English",https://www.linkedin.com/jobs/view/1442549298,Assistente,Tempo integral,Tecnologia da informação,"['', 'Tecnologia da informação e serviços ', 'Software', 'Jogos de computador']"
Data Analysis Trainee - Madrid,seedtag,https://es.linkedin.com/company/seedtag?trk=guest_job_details_topcard_org_name,Há 1 mês,<25,"Madrid, ES","About Us

At seedtag our mission is to create the best in-image advertising on earth.
We are the leading company in in-image advertising and we believe in
high-quality and non-intrusive advertising content. The seedtag platform
allows some of the largest online publishers to get the most out of their
images.
Founded by two ex-Googlers in 2014, today we proudly count over 100
employees in 7 countries. At seedtag we are committed to maintaining a
culture where everyone can thrive and find meaning in their work. Our team
is composed of eager self-starters who cultivate innovation and constantly
bring fresh ideas.

About You

As a Data Analysis Trainee you will work on extracting information from big
data and getting insights to improve the business. You will form the bridge
between product development and our operational teams. Your tasks will

Include
Create A/B tests to analyse results and make strategic decisions
Design and build dashboards and features to help optimize the business
Leverage data to perform analysis across all areas of our business to
improve operational efficiency and streamline process.
Analyse and improve performance of seedtag solutions
Form the bridge between different parts of the business, thereby
cooperating closely with other teams
YOU
Graduating with a degree in engineering, physics, mathematics or a related
technical area is a MUST.
Are highly proficient in excel and have experience with python, MongoDB and
SQL
Have fluent proficiency in Spanish and a good level of English
Are proactive and eager to work in a dynamic and informal environment
Are a real teamplayer with really good communication skills
Experience with BI tools such as clickview and Tableau, and information
processing languages such as SQL, R, SAS and python are considered a big
plus

What We Offer
A fun and international work environment in a young AdTech company
A remuneration of 600€ per month on a full-time basis
The opportunity to gain relevant work experience in the field of Data
Analysis in the growing AdTech market
A great work location in the heart of Madrid with great coffee, free snacks
and even an arcade games machine. Also, we recycle everything we can!
The option to follow company paid English and/or Spanish courses weekly
Open meditation classes in the office fully sponsored by seedtag
Real flexible working hours. We start work between 9 and 11
Many fun offsite activities with your colleagues!
Would you like to join the team? Send us your application via the ""apply""
button!",https://www.linkedin.com/jobs/view/1591863020,Estágio,Contrato,Tecnologia da informação,"['', 'Marketing e publicidade', 'Software', 'Internet']"
Data Analytics Consultant,Afiniti,https://www.linkedin.com/company/afiniti-com?trk=guest_job_details_topcard_org_name,Há 1 ano,41 candidaturas,"London, GB","Who are we?

Afiniti is the world’s leading applied artificial intelligence and advanced analytics provider. Afiniti Enterprise Behavioral Pairing™ uses artificial intelligence to identify subtle and valuable patterns of human interaction in order to pair individuals on the basis of behavior, leading to more successful interactions and measurable increases in enterprise profitability. Afiniti operates throughout the world, and has measurably driven billions of dollars in incremental value for our clients.

Purpose

Working within the regional Analytics team, you will be a key member who enjoys rolling up their sleeves to solve complex business questions through data. You will be able to partner with and build strong relationships with client partner teams including business owners, marketing, IT and other teams as well as internal Afiniti business analytics, artificial intelligence and IT teams to develop and deliver analytic work product. Proactively identify, prioritize and conduct analysis that drives meaningful insight on target objectives.

Key Responsibilities
Liaise with client stakeholders, including senior and executive level client staff, to communicate data requirements and help secure data assets from clients as well as offline data sources
Able to drive successful completion of deliverables and analytic deliverables
Ensures quality and reliability of data obtained from client sources and offline data sources (ensuring that data contains required information for analytics and modeling)
Responsible for performance reporting aspects on concurrent new installations (or expansions) and for existing billing accounts
Respond to requests for performance results (at levels other than provided on production reports or to confirm results on production reports)
Drill down on results (problem solving analysis) and conduct custom analysis
Validate monthly billing
Reconcile data (internally and with the client)
Reconcile data and procedure with internal AI team
Define data joining procedures (collaborate with and audit procedures from AI team) for new installations and expansions. Document and get client to agree to procedure. (Well written document with flowchart)
Break down and audit join production join procedures
Confirm that call outcomes can be determined from data being offered
Ensure data integrity on review of historical data
Confirm that AI team is able to optimize the performance metric desired by the client and that the data provided by the client is sufficient (completeness and usability)
Define data validation reports to be shared with client
Show client how to look at the data and give them comfort around the procedure and the various checks that are part of validation. (Present results and SQL procedures to client via web session)
Perform other duties as assigned - prepare succinct, clear, and easy to follow documents that summarize findings and insights

The ideal candidate will have
5+ years of working experience
Experience of working in a client facing role; consulting experience preferred
Possess the ability to manage clients and internal stakeholders in ensuring that data is received and managed in timely and efficient manner
The ability to convey mathematical concepts in meaningful way to business clients and internal team members
The ability to work independently and in a team environment
The ability to work effectively across functions, levels and disciplines
Knowledge of MS Office Suite – particularly Word, Excel and PowerPoint
Knowledge of SQL; R and Python would be beneficial
Strong knowledge and understanding of statistical concepts
Possess strong problems solving and critical thinking skills


Education & Qualifications
Bachelor’s Degree in Marketing, Economics, Statistics, Psychology, Engineering, Computer Science, Mathematics or Finance
MBA is highly desirable

Salary & Package

As well as a competitive base salary dependent on the number of years of experience, we also offer generous stock options, an annual discretionary bonus plus Corporate benefits.",https://www.linkedin.com/jobs/view/842619942/,Não aplicável,Tempo integral,Desenvolvimento comercialVendas,"['', 'Tecnologia da informação e serviços ', 'Software', 'Serviços financeiros']"
Data Analytics Consultant,Wsr Inc,https://www.linkedin.com/company/wsr-inc?trk=guest_job_details_topcard_org_name,Há 4 meses,<25,"London, GB","Job Description

Data Analytics Consultant - Forensic Investigation - London - Permanent

Salary: £35,000 - £50,000 p.a.

Join a globally renowned consultancy, with a reputation as experts in their field, as they grow their Data Analytics team. The company handle high profile and high-stakes cases, involving complex data sets and building data models to solve complex business problems.

Role And Responsibilities
Stakeholder management - this is a client facing role and we are looking for someone who can present their findings and expertise in a concise and compelling manner
Work with complex and large data sets (financial and other) in an efficient and precise manner
Work across creative teams to design, develop and build data tools and models
You will be working in small project teams with senior members of the business, across wider teams in the company which will provide you with top-level insight, interaction and exposure. There is an established career path for progression with every care taken to develop team members.

Experience And Qualifications
Previous experience in forensics
A degree in mathematics or computer science
A passion for technology and forensics
Extensive experience of using SQL and Python (or other scripting languages)",https://www.linkedin.com/jobs/view/1437750334,Assistente,Tempo integral,Desenvolvimento comercialVendas,"['', 'Recrutamento e seleção', 'Serviços financeiros', 'Contabilidade']"
